prod_id,prod_desc,prod_long_desc,theme_name,prod_id,ages,piece_count,set_name,prod_id,country,list_price,prod_id,num_reviews,play_star_rating,review_difficulty,star_rating,val_star_rating
41604,blah,blahblah,BrickHeadz,41604,10+,101,Iron Man MK50,41604,US,9.99,41604,3.0,4.0,Average,4.7,4.5
41605,blah,blahblah,BrickHeadz,41605,10+,105,Thanos,41605,US,9.99,41605,2.0,3.0,Easy,5.0,5.0
41606,blah,blahblah,BrickHeadz,41606,10+,113,Star-Lord,41606,US,9.99,41606,1.0,5.0,Easy,5.0,5.0
41607,blah,blahblah,BrickHeadz,41607,10+,136,Gamora,41607,US,9.99,41607,1.0,,nan,5.0,
41485,blah,blahblah,BrickHeadz,41485,10+,91,Finn,41485,US,9.99,41485,2.0,3.0,Easy,4.5,4.0
40270,blah,blahblah,BrickHeadz,40270,10+,140,Valentine's Bee,40270,US,9.99,40270,7.0,3.2,Easy,4.9,4.7
41599,blah,blahblah,BrickHeadz,41599,10+,143,Wonder Woman™,41599,US,9.99,41599,5.0,4.6,Easy,5.0,5.0
41598,blah,blahblah,BrickHeadz,41598,10+,122,The Flash™,41598,US,9.99,41598,3.0,2.7,Very Easy,4.0,3.0
41603,blah,blahblah,BrickHeadz,41603,10+,130,Kylo Ren™,41603,US,9.99,41603,5.0,4.3,Easy,5.0,4.8
41602,blah,blahblah,BrickHeadz,41602,10+,119,Rey,41602,US,9.99,41602,3.0,4.5,Easy,5.0,4.5
41600,blah,blahblah,BrickHeadz,41600,10+,135,Aquaman™,41600,US,9.99,41600,1.0,1.0,Very Easy,4.0,3.0
41601,blah,blahblah,BrickHeadz,41601,10+,108,Cyborg™,41601,US,9.99,41601,2.0,3.5,Easy,5.0,4.0
41611,blah,blahblah,BrickHeadz,41611,10+,240,Marty McFly & Doc Brown,41611,US,19.99,41611,1.0,3.0,Easy,5.0,5.0
41610,blah,blahblah,BrickHeadz,41610,10+,209,Tactical Batman™ & Superman™,41610,US,19.99,41610,,,nan,,
40271,blah,blahblah,BrickHeadz,40271,10+,126,Easter Bunny,40271,US,9.99,40271,4.0,2.0,Easy,5.0,4.5
41487,blah,blahblah,BrickHeadz,41487,10+,102,Lloyd,41487,US,9.99,41487,7.0,4.0,Easy,5.0,4.7
41488,blah,blahblah,BrickHeadz,41488,10+,89,Master Wu,41488,US,9.99,41488,5.0,3.2,Very Easy,4.4,4.0
41594,blah,blahblah,BrickHeadz,41594,10+,118,Captain Armando Salazar,41594,US,9.99,41594,6.0,3.3,Very Easy,5.0,4.7
41486,blah,blahblah,BrickHeadz,41486,10+,127,Captain Phasma™,41486,US,9.99,41486,3.0,3.5,Very Easy,4.7,4.7
41585,blah,blahblah,BrickHeadz,41585,10+,91,Batman™,41585,US,9.99,41585,11.0,3.8,Very Easy,4.9,4.7
41590,blah,blahblah,BrickHeadz,41590,10+,96,Iron Man,41590,US,9.99,41590,8.0,4.0,Easy,4.9,4.4
41593,blah,blahblah,BrickHeadz,41593,10+,109,Captain Jack Sparrow,41593,US,9.99,41593,9.0,3.6,Easy,4.8,4.6
41592,blah,blahblah,BrickHeadz,41592,10+,93,The Hulk,41592,US,9.99,41592,8.0,3.9,Easy,4.6,4.1
41595,blah,blahblah,BrickHeadz,41595,10+,139,Belle,41595,US,9.99,41595,10.0,4.2,Easy,4.8,4.7
41596,blah,blahblah,BrickHeadz,41596,10+,116,Beast,41596,US,9.99,41596,2.0,5.0,Average,5.0,5.0
41588,blah,blahblah,BrickHeadz,41588,10+,151,The Joker™,41588,US,9.99,41588,12.0,3.3,Easy,4.8,4.7
41591,blah,blahblah,BrickHeadz,41591,10+,143,Black Widow,41591,US,9.99,41591,4.0,3.5,Easy,4.8,4.8
41587,blah,blahblah,BrickHeadz,41587,10+,101,Robin™,41587,US,9.99,41587,10.0,4.3,Very Easy,4.8,4.9
41586,blah,blahblah,BrickHeadz,41586,10+,99,Batgirl™,41586,US,9.99,41586,9.0,3.5,Easy,4.3,4.6
60175,blah,blahblah,City,60175,5-12,387,Mountain River Heist,60175,US,49.99,60175,,,nan,,
60052,blah,blahblah,City,60052,6-12,888,Cargo Train,60052,US,199.99,60052,35.0,4.7,Average,4.4,3.8
60051,blah,blahblah,City,60051,6-12,610,High-speed Passenger Train,60051,US,149.99,60051,45.0,4.4,Average,4.4,4.0
60162,blah,blahblah,City,60162,8-12,1250,Jungle Air Drop Helicopter,60162,US,149.99,60162,1.0,5.0,Average,5.0,4.0
60167,blah,blahblah,City,60167,6-12,792,Coast Guard Head Quarters,60167,US,119.99,60167,3.0,3.3,Average,3.7,3.3
60161,blah,blahblah,City,60161,8-12,813,Jungle Exploration Site,60161,US,119.99,60161,6.0,4.5,Average,4.3,4.0
60141,blah,blahblah,City,60141,6-12,894,Police Station,60141,US,99.99,60141,10.0,4.2,Easy,4.7,4.0
60188,blah,blahblah,City,60188,7-12,883,Mining Experts Site,60188,US,99.99,60188,1.0,5.0,nan,5.0,5.0
60110,blah,blahblah,City,60110,6-12,919,Fire Station,60110,US,99.99,60110,16.0,4.5,Average,4.6,4.6
60174,blah,blahblah,City,60174,6-12,663,Mountain Police Headquarters,60174,US,89.99,60174,8.0,4.4,Average,4.6,4.0
60169,blah,blahblah,City,60169,6-12,740,Cargo Terminal,60169,US,79.99,60169,4.0,5.0,Average,5.0,4.3
60140,blah,blahblah,City,60140,5-12,561,Bulldozer Break-in,60140,US,69.99,60140,9.0,3.9,Easy,3.3,3.6
60160,blah,blahblah,City,60160,7-12,426,Jungle Mobile Lab,60160,US,59.99,60160,3.0,4.7,Average,5.0,4.7
60173,blah,blahblah,City,60173,5-12,303,Mountain Arrest,60173,US,59.99,60173,2.0,4.5,Average,4.0,2.5
60166,blah,blahblah,City,60166,6-12,415,Heavy-duty Rescue Helicopter,60166,US,59.99,60166,8.0,4.4,Challenging,4.4,4.0
60139,blah,blahblah,City,60139,6-12,374,Mobile Command Center,60139,US,49.99,60139,10.0,3.9,Easy,4.0,3.3
60154,blah,blahblah,City,60154,5-12,337,Bus Station,60154,US,49.99,60154,16.0,3.6,Easy,3.3,2.7
60186,blah,blahblah,City,60186,5-12,294,Mining Heavy Driller,60186,US,49.99,60186,1.0,4.0,Average,5.0,4.0
60153,blah,blahblah,City,60153,5-12,169,People pack – Fun at the beach,60153,US,39.99,60153,10.0,4.3,Very Easy,4.1,3.6
60138,blah,blahblah,City,60138,5-12,294,High-speed Chase,60138,US,39.99,60138,14.0,4.2,Average,4.2,4.1
60165,blah,blahblah,City,60165,5-12,347,4 x 4 Response Unit,60165,US,39.99,60165,2.0,4.5,Very Easy,5.0,5.0
60172,blah,blahblah,City,60172,5-12,297,Dirt Road Pursuit,60172,US,39.99,60172,,,nan,,
60159,blah,blahblah,City,60159,6-12,378,Jungle Halftrack Mission,60159,US,39.99,60159,5.0,4.8,Easy,4.8,4.6
60108,blah,blahblah,City,60108,5-12,257,Fire Response Unit,60108,US,39.99,60108,8.0,4.2,Average,3.9,3.8
60182,blah,blahblah,City,60182,5-12,344,Pickup & Caravan,60182,US,29.99,60182,7.0,5.0,Easy,5.0,5.0
60183,blah,blahblah,City,60183,5-12,310,Heavy Cargo Transport,60183,US,29.99,60183,7.0,4.4,Easy,4.7,4.7
60107,blah,blahblah,City,60107,5-12,214,Fire Ladder Truck,60107,US,24.99,60107,11.0,4.5,Easy,4.5,4.1
60180,blah,blahblah,City,60180,6-12,192,Monster Truck,60180,US,19.99,60180,4.0,5.0,Average,5.0,5.0
60150,blah,blahblah,City,60150,5-12,249,Pizza Van,60150,US,19.99,60150,35.0,4.6,Easy,4.9,4.8
7499,blah,blahblah,City,7499,5-12,24,Flexible and Straight Tracks,7499,US,19.99,7499,89.0,2.9,Easy,2.5,2.2
60148,blah,blahblah,City,60148,5-12,239,ATV Race Team,60148,US,19.99,60148,12.0,4.7,Easy,4.8,4.6
60179,blah,blahblah,City,60179,5-12,190,Ambulance Helicopter,60179,US,19.99,60179,6.0,4.2,Easy,3.8,4.7
60181,blah,blahblah,City,60181,5-12,174,Forest Tractor,60181,US,19.99,60181,7.0,4.3,Easy,4.4,4.2
60137,blah,blahblah,City,60137,5-12,144,Tow Truck Trouble,60137,US,19.99,60137,8.0,4.4,Easy,4.3,4.0
60176,blah,blahblah,City,60176,5-12,126,Wild River Escape,60176,US,19.99,60176,1.0,5.0,Easy,5.0,4.0
60185,blah,blahblah,City,60185,5-12,127,Mining Power Splitter,60185,US,19.99,60185,1.0,5.0,Easy,5.0,5.0
10751,blah,blahblah,Juniors,10751,4-7,115,Mountain Police Chase,10751,US,19.99,10751,,,nan,,
60164,blah,blahblah,City,60164,5-12,141,Sea Rescue Plane,60164,US,19.99,60164,3.0,4.3,Easy,4.3,4.7
60158,blah,blahblah,City,60158,6-12,201,Jungle Cargo Helicopter,60158,US,19.99,60158,5.0,4.3,Average,4.4,3.8
7895,blah,blahblah,City,7895,5-12,8,Switching Tracks,7895,US,15.99,7895,47.0,4.2,Very Easy,4.1,3.6
7280,blah,blahblah,City,7280,5-12,2,Straight & Crossroad Plates,7280,US,14.99,7280,85.0,4.1,Very Easy,3.5,2.3
7281,blah,blahblah,City,7281,5-12,2,T-Junction & Curved Road Plates,7281,US,14.99,7281,40.0,4.1,Very Easy,3.9,2.8
60177,blah,blahblah,City,60177,5-12,87,Airshow Jet,60177,US,9.99,60177,2.0,4.5,Easy,4.5,5.0
60157,blah,blahblah,City,60157,5-12,88,Jungle Starter Set,60157,US,9.99,60157,12.0,4.5,Easy,4.9,4.6
10750,blah,blahblah,Juniors,10750,4-7,73,Road Repair Truck,10750,US,9.99,10750,,,nan,,
60163,blah,blahblah,City,60163,5-12,76,Coast Guard Starter Set,60163,US,9.99,60163,4.0,4.8,Very Easy,5.0,4.5
60171,blah,blahblah,City,60171,5-12,88,Mountain Fugitives,60171,US,9.99,60171,2.0,,nan,5.0,
60184,blah,blahblah,City,60184,5-12,82,Mining Team,60184,US,9.99,60184,2.0,4.5,Very Easy,5.0,4.0
60178,blah,blahblah,City,60178,5-12,78,Speed Record Car,60178,US,9.99,60178,1.0,4.0,Easy,5.0,4.0
60170,blah,blahblah,City,60170,5-12,37,Off-Road Chase,60170,US,6.99,60170,2.0,4.5,Very Easy,4.5,5.0
60156,blah,blahblah,City,60156,5-12,53,Jungle Buggy,60156,US,6.99,60156,5.0,3.8,Easy,3.6,4.2
60134,blah,blahblah,City,60134,5-12,157,Fun in the park - City People Pack,60134,US,39.99,60134,30.0,4.7,Very Easy,4.6,4.0
60125,blah,blahblah,City,60125,8-12,1277,Volcano Heavy-lift Helicopter,60125,US,149.99,60125,5.0,5.0,Average,4.6,4.2
60124,blah,blahblah,City,60124,8-12,824,Volcano Exploration Base,60124,US,119.99,60124,9.0,5.0,Average,4.6,4.6
60109,blah,blahblah,City,60109,6-12,412,Fire Boat,60109,US,79.99,60109,2.0,4.5,Easy,4.5,4.0
60143,blah,blahblah,City,60143,5-12,403,Auto Transport Heist,60143,US,49.99,60143,2.0,4.5,nan,4.0,3.5
60129,blah,blahblah,City,60129,5-12,200,Police Patrol Boat,60129,US,49.99,60129,5.0,3.8,Easy,3.2,2.0
60123,blah,blahblah,City,60123,7-12,330,Volcano Supply Helicopter,60123,US,49.99,60123,3.0,4.7,Easy,4.3,4.0
60122,blah,blahblah,City,60122,6-12,324,Volcano Crawler,60122,US,39.99,60122,4.0,5.0,Average,5.0,4.5
60119,blah,blahblah,City,60119,6-12,301,Ferry,60119,US,29.99,60119,14.0,4.0,Easy,4.2,4.2
60168,blah,blahblah,City,60168,5-12,195,Sailboat Rescue,60168,US,29.99,60168,,,nan,,
60155,blah,blahblah,City,60155,5-12,248,LEGO® City Advent Calendar,60155,US,29.99,60155,8.0,3.4,Easy,3.8,3.5
60101,blah,blahblah,City,60101,5-12,157,Airport Cargo Plane,60101,US,24.99,60101,13.0,4.4,Easy,4.6,4.2
60121,blah,blahblah,City,60121,5-12,175,Volcano Exploration Truck,60121,US,24.99,60121,6.0,4.8,Easy,4.8,4.4
60117,blah,blahblah,City,60117,5-12,250,Van & Caravan,60117,US,19.99,60117,35.0,4.5,Easy,4.6,4.6
60142,blah,blahblah,City,60142,5-12,138,Money Transporter,60142,US,19.99,60142,7.0,4.7,Easy,4.4,4.1
60136,blah,blahblah,City,60136,5-12,80,Police Starter Set,60136,US,9.99,60136,8.0,4.1,Easy,4.6,4.3
60146,blah,blahblah,City,60146,5-12,91,Stunt Truck,60146,US,9.99,60146,8.0,4.3,Easy,4.8,4.4
60145,blah,blahblah,City,60145,5-12,81,Buggy,60145,US,9.99,60145,7.0,4.9,Very Easy,4.9,4.9
60120,blah,blahblah,City,60120,5-12,83,Volcano Starter Set,60120,US,9.99,60120,7.0,4.7,Easy,4.3,4.3
60100,blah,blahblah,City,60100,5-12,81,Airport Starter Set,60100,US,9.99,60100,10.0,4.4,Very Easy,4.9,5.0
60106,blah,blahblah,City,60106,5-12,90,Fire Starter Set,60106,US,9.99,60106,11.0,3.9,Easy,4.1,4.1
60135,blah,blahblah,City,60135,5-12,47,ATV Arrest,60135,US,6.99,60135,5.0,4.3,Very Easy,4.4,4.6
10698,blah,blahblah,Classic,10698,4-99,790,LEGO® Large Creative Brick Box,10698,US,59.99,10698,4.0,5.0,Easy,5.0,5.0
10696,blah,blahblah,Classic,10696,4-99,484,LEGO® Medium Creative Brick Box,10696,US,34.99,10696,11.0,4.6,Easy,4.6,4.7
10713,blah,blahblah,Classic,10713,4-99,213,Creative Suitcase,10713,US,19.99,10713,2.0,5.0,Very Easy,5.0,5.0
10693,blah,blahblah,Classic,10693,4-99,303,LEGO® Creative Supplement,10693,US,19.99,10693,8.0,4.8,Easy,4.9,4.9
10692,blah,blahblah,Classic,10692,4-99,221,LEGO® Creative Bricks,10692,US,16.99,10692,7.0,4.3,Easy,4.1,4.3
10701,blah,blahblah,Classic,10701,4-99,1,Gray Baseplate,10701,US,14.99,10701,24.0,4.3,Very Easy,4.1,3.5
10714,blah,blahblah,Classic,10714,4-99,1,Blue Baseplate,10714,US,7.99,10714,6.0,4.7,Very Easy,4.7,4.3
10700,blah,blahblah,Classic,10700,4-99,1,Green Baseplate,10700,US,7.99,10700,46.0,3.2,Very Easy,2.6,2.5
10706,blah,blahblah,Classic,10706,4-99,78,Blue Creativity Box,10706,US,4.99,10706,8.0,4.6,Very Easy,4.8,5.0
10708,blah,blahblah,Classic,10708,4-99,66,Green Creativity Box,10708,US,4.99,10708,5.0,4.5,Easy,4.8,4.5
10707,blah,blahblah,Classic,10707,4-99,55,Red Creativity Box,10707,US,4.99,10707,4.0,4.3,Average,4.5,4.3
10709,blah,blahblah,Classic,10709,4-99,60,Orange Creativity Box,10709,US,4.99,10709,3.0,2.7,Easy,4.7,5.0
630,blah,blahblah,Classic,630,4+,1,Brick Separator,630,US,2.49,630,180.0,4.0,Very Easy,4.8,4.6
10694,blah,blahblah,Classic,10694,4-99,303,LEGO® Creative Supplement Bright,10694,US,19.99,10694,6.0,4.3,Easy,4.5,4.3
10699,blah,blahblah,Classic,10699,4-99,1,Sand Baseplate,10699,US,7.99,10699,24.0,3.9,Very Easy,3.6,2.9
31069,blah,blahblah,Creator 3-in-1,31069,8-12,728,Modular Family Villa,31069,US,69.99,31069,11.0,3.2,Average,3.4,3.2
31070,blah,blahblah,Creator 3-in-1,31070,9-12,670,Turbo Track Racer,31070,US,59.99,31070,14.0,4.2,Average,4.5,4.3
31081,blah,blahblah,Creator 3-in-1,31081,8-12,422,Modular Skate House,31081,US,39.99,31081,4.0,4.0,Average,4.8,4.3
31079,blah,blahblah,Creator 3-in-1,31079,8-12,379,Sunshine Surfer Van,31079,US,34.99,31079,5.0,4.0,Easy,4.4,4.2
31080,blah,blahblah,Creator 3-in-1,31080,7-12,374,Modular Winter Vacation,31080,US,34.99,31080,2.0,4.0,Easy,3.5,4.0
31066,blah,blahblah,Creator 3-in-1,31066,7-12,285,Space Shuttle Explorer,31066,US,29.99,31066,12.0,4.3,Easy,4.2,4.4
31068,blah,blahblah,Creator 3-in-1,31068,8-12,386,Modular Modern Home,31068,US,29.99,31068,10.0,3.2,Average,3.8,3.9
31067,blah,blahblah,Creator 3-in-1,31067,7-12,356,Modular Poolside Holiday,31067,US,29.99,31067,8.0,4.0,Average,4.6,4.9
31062,blah,blahblah,Creator 3-in-1,31062,7-12,205,Robo Explorer,31062,US,19.99,31062,9.0,4.5,Average,4.8,4.3
31074,blah,blahblah,Creator 3-in-1,31074,7-12,241,Rocket Rally Car,31074,US,19.99,31074,2.0,4.5,Easy,5.0,5.0
31076,blah,blahblah,Creator 3-in-1,31076,7-12,200,Daredevil Stunt Plane,31076,US,19.99,31076,1.0,5.0,Average,5.0,5.0
31075,blah,blahblah,Creator 3-in-1,31075,7-12,225,Outback Adventures,31075,US,19.99,31075,1.0,5.0,Easy,4.0,4.0
31058,blah,blahblah,Creator 3-in-1,31058,7-12,174,Mighty Dinosaurs,31058,US,14.99,31058,27.0,4.5,Easy,4.7,4.7
31073,blah,blahblah,Creator 3-in-1,31073,7-12,223,Mythical Creatures,31073,US,14.99,31073,5.0,4.7,Easy,4.4,5.0
31056,blah,blahblah,Creator 3-in-1,31056,6-12,122,Green Cruiser,31056,US,9.99,31056,6.0,4.5,Easy,4.5,4.7
31057,blah,blahblah,Creator 3-in-1,31057,6-12,102,Air Blazer,31057,US,9.99,31057,1.0,4.0,Easy,4.0,4.0
31071,blah,blahblah,Creator 3-in-1,31071,6-12,109,Drone Explorer,31071,US,9.99,31071,1.0,5.0,Average,5.0,5.0
31072,blah,blahblah,Creator 3-in-1,31072,6-12,109,Extreme Engines,31072,US,9.99,31072,,,nan,,
31046,blah,blahblah,Creator 3-in-1,31046,7-12,222,Fast Car,31046,US,19.99,31046,8.0,4.3,Average,4.6,4.5
31059,blah,blahblah,Creator 3-in-1,31059,8-12,194,Sunset Street Bike,31059,US,19.99,31059,1.0,5.0,Average,5.0,5.0
31051,blah,blahblah,Creator 3-in-1,31051,8-12,528,Lighthouse Point,31051,US,59.99,31051,15.0,4.7,Average,4.7,4.3
31064,blah,blahblah,Creator 3-in-1,31064,7-12,359,Island Adventures,31064,US,29.99,31064,2.0,5.0,Average,4.5,4.5
31035,blah,blahblah,Creator 3-in-1,31035,7-12,286,Beach Hut,31035,US,29.99,31035,9.0,4.5,Easy,4.4,4.1
31063,blah,blahblah,Creator 3-in-1,31063,7-12,275,Beachside Vacation,31063,US,29.99,31063,5.0,4.0,Average,4.2,3.4
31049,blah,blahblah,Creator 3-in-1,31049,8-12,326,Twin Spin Helicopter,31049,US,29.99,31049,4.0,4.8,Average,5.0,4.8
31047,blah,blahblah,Creator 3-in-1,31047,7-12,230,Propeller Plane,31047,US,19.99,31047,7.0,4.8,Average,4.9,4.7
31060,blah,blahblah,Creator 3-in-1,31060,7-12,246,Airshow Aces,31060,US,19.99,31060,,,nan,,
31043,blah,blahblah,Creator 3-in-1,31043,6-12,124,Chopper Transporter,31043,US,9.99,31043,2.0,4.0,Easy,5.0,4.5
31029,blah,blahblah,Creator 3-in-1,31029,6-12,132,Cargo Heli,31029,US,9.99,31029,4.0,4.0,Average,4.8,4.8
10256,blah,blahblah,Creator Expert,10256,16+,5923,Taj Mahal,10256,US,369.99,10256,43.0,3.9,Challenging,4.8,4.5
10260,blah,blahblah,Creator Expert,10260,16+,2480,Downtown Diner,10260,US,169.99,10260,62.0,4.4,Challenging,4.6,4.3
10259,blah,blahblah,Creator Expert,10259,12+,902,Winter Village Station,10259,US,79.99,10259,51.0,3.8,Average,3.8,3.4
10255,blah,blahblah,Creator Expert,10255,16+,4002,Assembly Square,10255,US,279.99,10255,99.0,4.7,Challenging,4.8,4.5
10253,blah,blahblah,Creator Expert,10253,16+,4163,Big Ben,10253,US,249.99,10253,64.0,3.7,Challenging,4.6,4.6
10214,blah,blahblah,Creator Expert,10214,16+,4295,Tower Bridge,10214,US,239.99,10214,228.0,4.2,Challenging,4.8,4.6
10257,blah,blahblah,Creator Expert,10257,16+,2670,Carousel,10257,US,199.99,10257,53.0,4.2,Challenging,4.4,4.2
10247,blah,blahblah,Creator Expert,10247,16+,2464,Ferris Wheel,10247,US,199.99,10247,91.0,4.9,Challenging,4.9,4.7
10251,blah,blahblah,Creator Expert,10251,16+,2382,Brick Bank,10251,US,169.99,10251,115.0,4.5,Challenging,4.7,4.2
10243,blah,blahblah,Creator Expert,10243,16+,2469,Parisian Restaurant,10243,US,159.99,10243,202.0,4.7,Challenging,4.9,4.7
10246,blah,blahblah,Creator Expert,10246,16+,2262,Detective’s Office,10246,US,159.99,10246,177.0,4.4,Challenging,4.6,4.4
10258,blah,blahblah,Creator Expert,10258,16+,1686,London Bus,10258,US,139.99,10258,53.0,4.1,Average,4.6,4.3
10220,blah,blahblah,Creator Expert,10220,16+,1334,Volkswagen T1 Camper Van,10220,US,119.99,10220,337.0,4.3,Challenging,4.7,4.5
10252,blah,blahblah,Creator Expert,10252,16+,1167,Volkswagen Beetle,10252,US,99.99,10252,66.0,4.5,Average,4.9,4.7
10242,blah,blahblah,Creator Expert,10242,16+,1077,MINI Cooper,10242,US,99.99,10242,134.0,4.4,Average,4.7,4.5
10254,blah,blahblah,Creator Expert,10254,12+,734,Winter Holiday Train,10254,US,99.99,10254,77.0,4.3,Average,4.3,4.1
70922,blah,blahblah,THE LEGO® BATMAN MOVIE,70922,14+,3444,The Joker™ Manor,70922,US,269.99,70922,19.0,4.9,Challenging,5.0,4.9
76087,blah,blahblah,DC Comics™ Super Heroes,76087,9-14,955,Flying Fox: Batmobile Airlift Attack,76087,US,129.99,76087,13.0,4.1,Average,3.7,3.0
71171,blah,blahblah,DIMENSIONS™,71171,7-14,267,LEGO® DIMENSIONS™ PLAYSTATION® 4 Starter Pack,71171,US,89.99,71171,6.0,4.7,Average,4.3,4.0
70923,blah,blahblah,THE LEGO® BATMAN MOVIE,70923,8-14,643,The Bat-Space Shuttle,70923,US,79.99,70923,9.0,4.4,Average,4.8,3.5
76086,blah,blahblah,DC Comics™ Super Heroes,76086,7-14,622,Knightcrawler Tunnel Attack,76086,US,49.99,76086,6.0,5.0,Average,5.0,4.8
70921,blah,blahblah,THE LEGO® BATMAN MOVIE,70921,7-14,425,Harley Quinn™ Cannonball Attack,70921,US,49.99,70921,5.0,3.2,Average,3.2,2.6
76097,blah,blahblah,DC Comics™ Super Heroes,76097,7-14,406,Lex Luthor™ Mech Takedown,76097,US,39.99,76097,5.0,5.0,Average,4.8,4.8
76098,blah,blahblah,DC Comics™ Super Heroes,76098,6-12,271,Speed Force Freeze Pursuit,76098,US,29.99,76098,6.0,4.5,Easy,4.8,4.5
70919,blah,blahblah,THE LEGO® BATMAN MOVIE,70919,7-14,267,The Justice League™ Anniversary Party,70919,US,29.99,70919,5.0,3.6,Easy,3.2,3.4
70920,blah,blahblah,THE LEGO® BATMAN MOVIE,70920,7-14,293,Egghead™ Mech Food Fight,70920,US,29.99,70920,11.0,4.9,Average,4.7,4.6
10753,blah,blahblah,Juniors,10753,4-7,151,The Joker™ Batcave Attack,10753,US,24.99,10753,1.0,5.0,Easy,5.0,5.0
70918,blah,blahblah,THE LEGO® BATMAN MOVIE,70918,7-14,198,The Bat-Dune Buggy,70918,US,19.99,70918,2.0,4.0,nan,4.5,4.0
76085,blah,blahblah,DC Comics™ Super Heroes,76085,6-12,197,Battle of Atlantis,76085,US,19.99,76085,9.0,3.9,Easy,4.2,3.9
76096,blah,blahblah,DC Comics™ Super Heroes,76096,6-12,199,Superman™ & Krypto™ Team-Up,76096,US,19.99,76096,1.0,5.0,Average,5.0,5.0
41232,blah,blahblah,DC Super Hero Girls,41232,8-12,712,Super Hero High School,41232,US,79.99,41232,7.0,3.7,Average,3.9,3.6
41230,blah,blahblah,DC Super Hero Girls,41230,7-12,206,Batgirl™ Batjet Chase,41230,US,24.99,41230,4.0,5.0,Easy,4.5,4.3
41231,blah,blahblah,DC Super Hero Girls,41231,7-12,217,Harley Quinn™ to the rescue,41231,US,29.99,41231,2.0,5.0,Average,5.0,4.5
41233,blah,blahblah,DC Super Hero Girls,41233,7-12,145,Lashina™ Tank,41233,US,14.99,41233,2.0,4.5,Average,4.0,5.0
76052,blah,blahblah,DC Comics™ Super Heroes,76052,14+,2526,Batman™ Classic TV Series – Batcave,76052,US,269.99,76052,47.0,4.5,Average,4.6,4.2
41239,blah,blahblah,DC Super Hero Girls,41239,9-12,1078,Eclipso™ Dark Palace,41239,US,99.99,41239,,,nan,,
76055,blah,blahblah,DC Comics™ Super Heroes,76055,8-14,759,Batman™: Killer Croc™ Sewer Smash,76055,US,79.99,76055,11.0,4.2,Average,4.3,3.9
76054,blah,blahblah,DC Comics™ Super Heroes,76054,7-14,563,Batman™: Scarecrow™ Harvest of Fear,76054,US,59.99,76054,9.0,4.7,Easy,4.6,4.4
41238,blah,blahblah,DC Super Hero Girls,41238,7-12,432,Lena Luthor™ Kryptomite™ Factory,41238,US,59.99,41238,,,nan,,
41237,blah,blahblah,DC Super Hero Girls,41237,7-12,351,Batgirl™ Secret Bunker,41237,US,44.99,41237,1.0,5.0,Average,5.0,5.0
